Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
GABRG3	gene	GABRG3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000182256	ENSG00000182256	HGNC:4088													
GALNT13	gene	GALNT13	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000144278	ENSG00000144278	HGNC:23242													
GALNT14	gene	GALNT14	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000158089	ENSG00000158089	HGNC:22946													
GALNT8	gene	GALNT8	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000130035	ENSG00000130035	HGNC:4130													
GAS2	gene	GAS2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000148935	ENSG00000148935	HGNC:4167													
GDA	gene	GDA	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000119125	ENSG00000119125	HGNC:4212													
GGNBP2	gene	GGNBP2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000005955	ENSG00000278311	HGNC:19357													
GIGYF1	gene	GIGYF1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000146830	ENSG00000146830	HGNC:9126													
GLIS1	gene	GLIS1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000174332	ENSG00000174332	HGNC:29525													
GLO1	gene	GLO1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000124767	ENSG00000124767	HGNC:4323													
GLRA2	gene	GLRA2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000101958	ENSG00000101958	HGNC:4327													
GNAS	gene	GNAS	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000087460	ENSG00000087460	HGNC:4392													
GNB1L	gene	GNB1L	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000185838	ENSG00000185838	HGNC:4397													
GPC4	gene	GPC4	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000076716	ENSG00000076716	HGNC:4452													
GPC6	gene	GPC6	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000183098	ENSG00000183098	HGNC:4454													
GPD2	gene	GPD2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000115159	ENSG00000115159	HGNC:4456													
GPHN	gene	GPHN	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000171723	ENSG00000171723	HGNC:15465													
GPR37	gene	GPR37	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000170775	ENSG00000170775	HGNC:4494													
GPR85	gene	GPR85	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000164604	ENSG00000164604	HGNC:4536													
GPX1	gene	GPX1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000233276	ENSG00000233276	HGNC:4553													
GRID1	gene	GRID1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000182771	ENSG00000182771	HGNC:4575													
GRID2	gene	GRID2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000152208	ENSG00000152208	HGNC:4576													
GRID2IP	gene	GRID2IP	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000215045	ENSG00000215045	HGNC:18464													
GRIK2	gene	GRIK2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000164418	ENSG00000164418	HGNC:4580													
GRIK3	gene	GRIK3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000163873	ENSG00000163873	HGNC:4581													
GRIK4	gene	GRIK4	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000149403	ENSG00000149403	HGNC:4582													
GRIK5	gene	GRIK5	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000105737	ENSG00000105737	HGNC:4583													
GRIN1	gene	GRIN1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000176884	ENSG00000176884	HGNC:4584													
GRIN2A	gene	GRIN2A	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000183454	ENSG00000183454	HGNC:4585													
GRM5	gene	GRM5	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000168959	ENSG00000168959	HGNC:4597													
GRM7	gene	GRM7	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000196277	ENSG00000196277	HGNC:4599													
GSTM1	gene	GSTM1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000134184	ENSG00000134184	HGNC:4632													
GTF2I	gene	GTF2I	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000077809	ENSG00000263001	HGNC:4659													
GUCY1A2	gene	GUCY1A2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000152402	ENSG00000152402	HGNC:4684													
HDLBP	gene	HDLBP	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000115677	ENSG00000115677	HGNC:4857													
HECTD4	gene	HECTD4	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000173064	ENSG00000173064	HGNC:26611													
HECW2	gene	HECW2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000138411	ENSG00000138411	HGNC:29853													
HIVEP3	gene	HIVEP3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000127124	ENSG00000127124	HGNC:13561													
HLA-A	gene	HLA-A	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000206503	ENSG00000206503	HGNC:4931													
HLA-B	gene	HLA-B	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000234745	ENSG00000234745	HGNC:4932													
HLA-DRB1	gene	HLA-DRB1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000196126	ENSG00000196126	HGNC:4948													
HLA-G	gene	HLA-G	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000204632	ENSG00000204632	HGNC:4964													
HMGN1	gene	HMGN1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000205581	ENSG00000205581	HGNC:4984													
HNRNPH2	gene	HNRNPH2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000126945	ENSG00000126945	HGNC:5042													
HNRNPU	gene	HNRNPU	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000153187	ENSG00000153187	HGNC:5048													
HOMER1	gene	HOMER1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000152413	ENSG00000152413	HGNC:17512													
HRAS	gene	HRAS	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000174775	ENSG00000174775	HGNC:5173													
HS3ST5	gene	HS3ST5	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000249853	ENSG00000249853	HGNC:19419													
HSD11B1	gene	HSD11B1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000117594	ENSG00000117594	HGNC:5208													
HTR1B	gene	HTR1B	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000135312	ENSG00000135312	HGNC:5287													
HTR3A	gene	HTR3A	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000166736	ENSG00000166736	HGNC:5297													
HTR3C	gene	HTR3C	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000178084	ENSG00000178084	HGNC:24003													
HYDIN	gene	HYDIN	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000157423	ENSG00000157423	HGNC:19368													
ICA1	gene	ICA1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000003147	ENSG00000003147	HGNC:5343													
IL1R2	gene	IL1R2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000115590	ENSG00000115590	HGNC:5994													
IL1RAPL1	gene	IL1RAPL1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000169306	ENSG00000169306	HGNC:5996													
IL1RAPL2	gene	IL1RAPL2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000189108	ENSG00000189108	HGNC:5997													
IMMP2L	gene	IMMP2L	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000184903	ENSG00000184903	HGNC:14598													
INPP1	gene	INPP1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000151689	ENSG00000151689	HGNC:6071													
IQGAP3	gene	IQGAP3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000183856	ENSG00000183856	HGNC:20669													
IQSEC2	gene	IQSEC2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000124313	ENSG00000124313	HGNC:29059													
ITGB3	gene	ITGB3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000259207	ENSG00000259207	HGNC:6156													
ITPR1	gene	ITPR1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000150995	ENSG00000150995	HGNC:6180													
JARID2	gene	JARID2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000008083	ENSG00000008083	HGNC:6196													
JMJD1C	gene	JMJD1C	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000171988	ENSG00000171988	HGNC:12313													
KANK1	gene	KANK1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000107104	ENSG00000107104	HGNC:19309													
KAT6A	gene	KAT6A	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000083168	ENSG00000083168	HGNC:13013													
KATNAL1	gene	KATNAL1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000102781	ENSG00000102781	HGNC:28361													
KCND2	gene	KCND2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000184408	ENSG00000184408	HGNC:6238													
KCND3	gene	KCND3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000171385	ENSG00000171385	HGNC:6239													
KCNJ10	gene	KCNJ10	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000177807	ENSG00000177807	HGNC:6256													
KCNJ15	gene	KCNJ15	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000157551	ENSG00000157551	HGNC:6261													
KCNK7	gene	KCNK7	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000173338	ENSG00000173338	HGNC:6282													
KCNMA1	gene	KCNMA1	Expert Review Red;SFARI	Autism			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown					31152168		False	1	0;100;0	0.22	False		ENSG00000156113	ENSG00000156113	HGNC:6284													
KCNQ2	gene	KCNQ2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000075043	ENSG00000075043	HGNC:6296													
KCNQ3	gene	KCNQ3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000184156	ENSG00000184156	HGNC:6297													
KCTD13	gene	KCTD13	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000174943	ENSG00000174943	HGNC:22234													
KDM4B	gene	KDM4B	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000127663	ENSG00000127663	HGNC:29136													
KDM4C	gene	KDM4C	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000107077	ENSG00000107077	HGNC:17071													
KDM5C	gene	KDM5C	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000126012	ENSG00000126012	HGNC:11114													
KDM6B	gene	KDM6B	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000132510	ENSG00000132510	HGNC:29012													
KHDRBS2	gene	KHDRBS2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000112232	ENSG00000112232	HGNC:18114													
KIAA1586	gene	KIAA1586	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000168116	ENSG00000168116	HGNC:21360													
KIF13B	gene	KIF13B	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000197892	ENSG00000197892	HGNC:14405													
KIF14	gene	KIF14	Expert Review Red;SFARI	Autism			BIALLELIC, autosomal or pseudoautosomal							False	1	0;100;0	0.22	False		ENSG00000118193	ENSG00000118193	HGNC:19181													
KIF5C	gene	KIF5C	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000168280	ENSG00000168280	HGNC:6325													
KIRREL3	gene	KIRREL3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000149571	ENSG00000149571	HGNC:23204													
KLF16	gene	KLF16	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000129911	ENSG00000129911	HGNC:16857													
KMT2E	gene	KMT2E	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000005483	ENSG00000005483	HGNC:18541													
KRR1	gene	KRR1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000111615	ENSG00000111615	HGNC:5176													
KRT26	gene	KRT26	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000186393	ENSG00000186393	HGNC:30840													
LAMA1	gene	LAMA1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000101680	ENSG00000101680	HGNC:6481													
LAMB1	gene	LAMB1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000091136	ENSG00000091136	HGNC:6486													
LEP	gene	LEP	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000174697	ENSG00000174697	HGNC:6553													
LILRB2	gene	LILRB2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000131042	ENSG00000131042	HGNC:6606													
LIN7B	gene	LIN7B	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000104863	ENSG00000104863	HGNC:17788													
LMX1B	gene	LMX1B	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000136944	ENSG00000136944	HGNC:6654													
LRBA	gene	LRBA	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000198589	ENSG00000198589	HGNC:1742													
LRFN2	gene	LRFN2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000156564	ENSG00000156564	HGNC:21226													
LRFN5	gene	LRFN5	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000165379	ENSG00000165379	HGNC:20360													
LRP2	gene	LRP2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000081479	ENSG00000081479	HGNC:6694													
LRRC1	gene	LRRC1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000137269	ENSG00000137269	HGNC:14307													
LRRC4	gene	LRRC4	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000128594	ENSG00000128594	HGNC:15586													
LZTR1	gene	LZTR1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000099949	ENSG00000099949	HGNC:6742													
LZTS2	gene	LZTS2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000107816	ENSG00000107816	HGNC:29381													
MACROD2	gene	MACROD2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000172264	ENSG00000172264	HGNC:16126													
MAOA	gene	MAOA	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000189221	ENSG00000189221	HGNC:6833													
MAOB	gene	MAOB	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000069535	ENSG00000069535	HGNC:6834													
MAPK3	gene	MAPK3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000102882	ENSG00000102882	HGNC:6877													
MARK1	gene	MARK1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000116141	ENSG00000116141	HGNC:6896													
MBD1	gene	MBD1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000141644	ENSG00000141644	HGNC:6916													
MBD3	gene	MBD3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000071655	ENSG00000071655	HGNC:6918													
MBD4	gene	MBD4	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000129071	ENSG00000129071	HGNC:6919													
MBD5	gene	MBD5	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000204406	ENSG00000204406	HGNC:20444													
MBD6	gene	MBD6	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000166987	ENSG00000166987	HGNC:20445													
MCM4	gene	MCM4	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000104738	ENSG00000104738	HGNC:6947													
MCM6	gene	MCM6	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000076003	ENSG00000076003	HGNC:6949													
MCPH1	gene	MCPH1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000147316	ENSG00000147316	HGNC:6954													
MDGA2	gene	MDGA2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000139915	ENSG00000139915	HGNC:19835													
MEF2C	gene	MEF2C	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000081189	ENSG00000081189	HGNC:6996													
MEGF10	gene	MEGF10	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000145794	ENSG00000145794	HGNC:29634													
MEGF11	gene	MEGF11	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000157890	ENSG00000157890	HGNC:29635													
MFRP	gene	MFRP	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000235718	ENSG00000235718	HGNC:18121													
MIB1	gene	MIB1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000101752	ENSG00000101752	HGNC:21086													
MIR137	gene	MIR137	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		-	ENSG00000284202	HGNC:31523													
MKL2	gene	MKL2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000186260	ENSG00000186260	HGNC:29819													
MNT	gene	MNT	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000070444	ENSG00000070444	HGNC:7188													
MPP6	gene	MPP6	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000105926	ENSG00000105926	HGNC:18167													
MSANTD2	gene	MSANTD2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000120458	ENSG00000120458	HGNC:26266													
MSR1	gene	MSR1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000038945	ENSG00000038945	HGNC:7376													
MTF1	gene	MTF1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000188786	ENSG00000188786	HGNC:7428													
MTHFR	gene	MTHFR	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000177000	ENSG00000177000	HGNC:7436													
MTOR	gene	MTOR	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000198793	ENSG00000198793	HGNC:3942													
MUC12	gene	MUC12	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000205277	ENSG00000205277	HGNC:7510													
MUC4	gene	MUC4	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000145113	ENSG00000145113	HGNC:7514													
MYH10	gene	MYH10	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000133026	ENSG00000133026	HGNC:7568													
MYH4	gene	MYH4	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000264424	ENSG00000264424	HGNC:7574													
MYO16	gene	MYO16	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000041515	ENSG00000041515	HGNC:29822													
MYO1E	gene	MYO1E	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000157483	ENSG00000157483	HGNC:7599													
MYO5A	gene	MYO5A	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000197535	ENSG00000197535	HGNC:7602													
MYO5C	gene	MYO5C	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000128833	ENSG00000128833	HGNC:7604													
MYO9B	gene	MYO9B	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000099331	ENSG00000099331	HGNC:7609													
NAALADL2	gene	NAALADL2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000177694	ENSG00000177694	HGNC:23219													
NACC1	gene	NACC1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000160877	ENSG00000160877	HGNC:20967													
NAV2	gene	NAV2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000166833	ENSG00000166833	HGNC:15997													
NBEA	gene	NBEA	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000172915	ENSG00000172915	HGNC:7648													
NCKAP5	gene	NCKAP5	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000176771	ENSG00000176771	HGNC:29847													
NCOR1	gene	NCOR1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000141027	ENSG00000141027	HGNC:7672													
NDUFA5	gene	NDUFA5	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000128609	ENSG00000128609	HGNC:7688													
NEO1	gene	NEO1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000067141	ENSG00000067141	HGNC:7754													
NEXMIF	gene	NEXMIF	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000050030	ENSG00000050030	HGNC:29433													
NFIA	gene	NFIA	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000162599	ENSG00000162599	HGNC:7784													
NFIB	gene	NFIB	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000147862	ENSG00000147862	HGNC:7785													
NINL	gene	NINL	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000101004	ENSG00000101004	HGNC:29163													
NIPA1	gene	NIPA1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000170113	ENSG00000170113	HGNC:17043													
NIPA2	gene	NIPA2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000140157	ENSG00000140157	HGNC:17044													
NLGN1	gene	NLGN1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000169760	ENSG00000169760	HGNC:14291													
NLGN2	gene	NLGN2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000169992	ENSG00000169992	HGNC:14290													
NLGN4X	gene	NLGN4X	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000146938	ENSG00000146938	HGNC:14287													
NLGN4Y	gene	NLGN4Y	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000165246	ENSG00000165246	HGNC:15529													
NOTCH2NL	gene	NOTCH2NL	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000213240	ENSG00000264343	HGNC:31862													
NPAS2	gene	NPAS2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000170485	ENSG00000170485	HGNC:7895													
NR1D1	gene	NR1D1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000126368	ENSG00000126368	HGNC:7962													
NR2F1	gene	NR2F1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000175745	ENSG00000175745	HGNC:7975													
NR3C2	gene	NR3C2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000151623	ENSG00000151623	HGNC:7979													
NR4A2	gene	NR4A2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000153234	ENSG00000153234	HGNC:7981													
NRCAM	gene	NRCAM	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000091129	ENSG00000091129	HGNC:7994													
NRP2	gene	NRP2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000118257	ENSG00000118257	HGNC:8005													
NRXN2	gene	NRXN2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000110076	ENSG00000110076	HGNC:8009													
NRXN3	gene	NRXN3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000021645	ENSG00000021645	HGNC:8010													
NSMCE3	gene	NSMCE3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000185115	ENSG00000185115	HGNC:7677													
NTNG1	gene	NTNG1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000162631	ENSG00000162631	HGNC:23319													
NTRK1	gene	NTRK1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000198400	ENSG00000198400	HGNC:8031													
NTRK3	gene	NTRK3	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000140538	ENSG00000140538	HGNC:8033													
NUAK1	gene	NUAK1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000074590	ENSG00000074590	HGNC:14311													
NUDCD2	gene	NUDCD2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000170584	ENSG00000170584	HGNC:30535													
NUP133	gene	NUP133	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000069248	ENSG00000069248	HGNC:18016													
NXPH1	gene	NXPH1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000122584	ENSG00000122584	HGNC:20693													
ODF3L2	gene	ODF3L2	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000181781	ENSG00000181781	HGNC:26841													
OFD1	gene	OFD1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000046651	ENSG00000046651	HGNC:2567													
OPHN1	gene	OPHN1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000079482	ENSG00000079482	HGNC:8148													
OR1C1	gene	OR1C1	Expert Review Red;SFARI	Autism										False	1	0;100;0	0.22	False		ENSG00000221888	ENSG00000221888	HGNC:8182													
